crop_name,crop_type,growth_stage,stage_duration,disease,pest,soil_type,climate,season,fertilizer
Cà dĩa,FruitVegetable,Thu hoạch,35,Bệnh thối quả,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Rau rau đắng,LeafyVegetable,Nảy mầm,5,Bệnh thối rễ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau rau đắng,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Sâu khoang,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau cần nước,LeafyVegetable,Nảy mầm,7,Bệnh thối bẹ,Sâu gặm lá,Đất trũng,Mát mẻ,Đông Xuân,Phân đạm
Rau cần nước,LeafyVegetable,Thu hoạch,30,Bệnh thối gốc,Bọ trĩ,Đất trũng,Mát mẻ,Đông Xuân,Phân đạm
Rau ngổ,LeafyVegetable,Nảy mầm,6,Bệnh thối rễ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau ngổ,LeafyVegetable,Thu hoạch,25,Bệnh đốm lá,Rệp muội,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau ráy,LeafyVegetable,Nảy mầm,10,Bệnh thối củ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau ráy,LeafyVegetable,Thu hoạch,40,Bệnh thối gốc,Rệp sáp,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Cải cúc đắng,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu đo,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Cải cúc đắng,LeafyVegetable,Thu hoạch,20,Bệnh sương mai,Sâu xanh,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau bina,LeafyVegetable,Nảy mầm,6,Bệnh sương mai,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau bina,LeafyVegetable,Phát triển lá,20,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau bina,LeafyVegetable,Thu hoạch,10,Bệnh sương mai,Sâu khoang,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau diếp cá,LeafyVegetable,Nảy mầm,8,Bệnh đốm lá,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau diếp cá,LeafyVegetable,Thu hoạch,30,Bệnh thối rễ,Rệp muội,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau tía tía,LeafyVegetable,Nảy mầm,6,Bệnh đốm lá,Sâu khoang,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Rau tía tía,LeafyVegetable,Thu hoạch,25,Bệnh cháy lá,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Tía tơ,LeafyVegetable,Nảy mầm,6,Bệnh đốm lá,Sâu khoang,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Tía tơ,LeafyVegetable,Thu hoạch,25,Bệnh cháy lá,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Kinh giới,LeafyVegetable,Nảy mầm,6,Bệnh đốm lá,Sâu ăn lá,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Kinh giới,LeafyVegetable,Thu hoạch,25,Bệnh thối rễ,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Húng cây,LeafyVegetable,Nảy mầm,5,Bệnh đốm lá,Sâu khoang,Đất phù sa,Ấm áp,Quanh năm,Phân Hữu cơ
Húng cây,LeafyVegetable,Thu hoạch,20,Bệnh thối gốc,Rệp muội,Đất phù sa,Ấm áp,Quanh năm,Phân đạm
Húng chanh,LeafyVegetable,Nảy mầm,6,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Ấm áp,Quanh năm,Phân Hữu cơ
Húng chanh,LeafyVegetable,Thu hoạch,25,Bệnh đốm lá,Sâu ăn lá,Đất tơi xốp,Ấm áp,Quanh năm,Phân đạm
Húng quế,LeafyVegetable,Nảy mầm,5,Bệnh cháy lá,Sâu khoang,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Húng quế,LeafyVegetable,Phát triển cành lá,20,Bệnh đốm lá,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Húng quế,LeafyVegetable,Thu hoạch,15,Bệnh thối rễ,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân đạm
Rau quế vị,LeafyVegetable,Nảy mầm,6,Bệnh thối gốc,Sâu khoang,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau quế vị,LeafyVegetable,Thu hoạch,25,Bệnh đốm lá,Rệp muội,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau ngổ đắng,LeafyVegetable,Nảy mầm,7,Bệnh thối rễ,Sâu ăn lá,Đất trũng,Ấm áp,Quanh năm,Phân Hữu cơ
Rau ngổ đắng,LeafyVegetable,Thu hoạch,30,Bệnh đốm lá,Bọ trĩ,Đất trũng,Ấm áp,Quanh năm,Phân đạm
Rau om,LeafyVegetable,Nảy mầm,6,Bệnh thối gốc,Sâu khoang,Đất ẩm,Nóng ẩm,Quanh năm,Phân Hữu cơ
Rau om,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Rệp muội,Đất ẩm,Nóng ẩm,Quanh năm,Phân đạm
Ngò gai,LeafyVegetable,Nảy mầm,12,Bệnh đốm lá,Bọ trĩ,Đất thịt nhẹ,Mát mẻ,Quanh năm,Phân Hữu cơ
Ngò gai,LeafyVegetable,Phát triển lá,35,Bệnh cháy đầu lá,Nhện đỏ,Đất thịt nhẹ,Mát mẻ,Quanh năm,Phân đạm
Ngò gai,LeafyVegetable,Thu hoạch,20,Bệnh thối gốc,Bọ trĩ,Đất thịt nhẹ,Mát mẻ,Quanh năm,Phân đạm
Ngò rí,LeafyVegetable,Nảy mầm,7,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Ngò rí,LeafyVegetable,Phát triển lá,18,Bệnh sương mai,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Ngò rí,LeafyVegetable,Thu hoạch,10,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau cần tây Mỹ,LeafyVegetable,Nảy mầm,12,Bệnh cháy lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau cần tây Mỹ,LeafyVegetable,Phát triển thân,45,Bệnh thối bẹ,Sâu khoang,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Rau cần tây Mỹ,LeafyVegetable,Thu hoạch,20,Bệnh cháy lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cải kale,LeafyVegetable,Nảy mầm,7,Bệnh thối nhũn,Sâu tơ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải kale,LeafyVegetable,Phát triển tán lá,40,Bệnh sương mai,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Cải kale,LeafyVegetable,Thu hoạch,30,Bệnh đốm lá,Sâu xanh,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Cải cầu vồng,LeafyVegetable,Nảy mầm,7,Bệnh thối gốc,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải cầu vồng,LeafyVegetable,Phát triển lá,35,Bệnh đốm lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Cải cầu vồng,LeafyVegetable,Thu hoạch,25,Bệnh cháy lá,Sâu khoang,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau màng màng,LeafyVegetable,Nảy mầm,5,Bệnh thối rễ,Sâu khoang,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Rau màng màng,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Rệp muội,Đất cát pha,Ấm áp,Xuân Hè,Phân đạm
Rau má,LeafyVegetable,Nảy mầm,10,Bệnh đốm lá,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau má,LeafyVegetable,Phát triển bò,25,Bệnh lở cổ rễ,Nhện đỏ,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau má,LeafyVegetable,Thu hoạch,15,Bệnh đốm lá,Sâu khoang,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau càng cua,LeafyVegetable,Nảy mầm,7,Bệnh thối gốc,Sâu ăn lá,Đất ẩm,Mát mẻ,Quanh năm,Phân Hữu cơ
Rau càng cua,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Rệp muội,Đất ẩm,Mát mẻ,Quanh năm,Phân đạm
Rau khoai lang,LeafyVegetable,Nảy mầm,6,Bệnh đốm lá,Sâu ăn lá,Đất cát pha,Ấm áp,Quanh năm,Phân Hữu cơ
Rau khoai lang,LeafyVegetable,Phát triển ngọn,20,Bệnh thối rễ,Bọ hà,Đất cát pha,Ấm áp,Quanh năm,Phân đạm
Rau khoai lang,LeafyVegetable,Thu hoạch,15,Bệnh đốm lá,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân đạm
Rau bóp củ,LeafyVegetable,Nảy mầm,8,Bệnh thối rễ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau bóp củ,LeafyVegetable,Thu hoạch,25,Bệnh đốm lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Củ dong,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Ấm áp,Xuân Hè,Phân Hữu cơ
Củ dong,RootVegetable,Phát triển củ,90,Bệnh đốm lá,Sâu gặm củ,Đất tơi xốp,Ấm áp,Xuân Hè,Phân Kali
Củ dong,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Ấm áp,Xuân Hè,Phân Kali
Củ mỡ,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Củ mỡ,RootVegetable,Phát triển củ,100,Bệnh đốm lá,Bọ hà,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Củ mỡ,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Củ từ,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Củ từ,RootVegetable,Phát triển củ,90,Bệnh đốm lá,Bọ hà,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Củ từ,RootVegetable,Thu hoạch,25,Bệnh thối củ,Tuyến trùng,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Củ củ năng,RootVegetable,Nảy mầm,12,Bệnh thối củ,Bọ trĩ,Đất trũng,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ củ năng,RootVegetable,Phát triển củ,80,Bệnh đốm lá,Tuyến trùng,Đất trũng,Nóng ẩm,Xuân Hè,Phân Kali
Củ củ năng,RootVegetable,Thu hoạch,30,Bệnh thối củ,Bọ trĩ,Đất trũng,Nóng ẩm,Xuân Hè,Phân Kali
Củ ấu,FruitVegetable,Nảy mầm,10,Bệnh thối lá,Bọ trĩ,Đất bùn,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ ấu,FruitVegetable,Phát triển quả,60,Bệnh thối quả,Sâu ăn lá,Đất bùn,Nóng ẩm,Xuân Hè,Phân Kali
Củ ấu,FruitVegetable,Thu hoạch,30,Bệnh thối quả,Bọ trĩ,Đất bùn,Nóng ẩm,Xuân Hè,Phân Kali
Gừng,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Gừng,RootVegetable,Phát triển củ,120,Bệnh héo xanh,Sâu đục thân,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Gừng,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Nghệ,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Nghệ,RootVegetable,Phát triển củ,150,Bệnh héo xanh,Sâu đục thân,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Nghệ,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Riềng,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Riềng,RootVegetable,Phát triển củ,180,Bệnh đốm lá,Sâu đục thân,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Riềng,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Sả,StemVegetable,Nảy mầm,10,Bệnh đốm lá,Rệp sáp,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Sả,StemVegetable,Đẻ nhánh,60,Bệnh cháy lá,Sâu đục thân,Đất đồi núi,Ấm áp,Quanh năm,Phân NPK
Sả,StemVegetable,Thu hoạch,30,Bệnh thối gốc,Rệp sáp,Đất đồi núi,Ấm áp,Quanh năm,Phân Kali
Hành hẹ hoa,LeafyVegetable,Nảy mầm,7,Bệnh sương mai,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành hẹ hoa,LeafyVegetable,Phát triển ngồng,25,Bệnh cháy đầu lá,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân NPK
Hành hẹ hoa,LeafyVegetable,Thu hoạch,15,Bệnh thối bẹ,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Bí ngòi xanh,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ôn hòa,Xuân Hè,Phân Hữu cơ
Bí ngòi xanh,FruitVegetable,Phát triển tán,20,Bệnh sương mai,Sâu ăn lá,Đất cát pha,Ôn hòa,Xuân Hè,Phân NPK
Bí ngòi xanh,FruitVegetable,Thu hoạch,25,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Ôn hòa,Xuân Hè,Phân Kali
Bí ngòi vàng,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ôn hòa,Xuân Hè,Phân Hữu cơ
Bí ngòi vàng,FruitVegetable,Phát triển tán,20,Bệnh sương mai,Sâu ăn lá,Đất cát pha,Ôn hòa,Xuân Hè,Phân NPK
Bí ngòi vàng,FruitVegetable,Thu hoạch,25,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Ôn hòa,Xuân Hè,Phân Kali
Bí rợ,FruitVegetable,Nảy mầm,7,Bệnh phấn trắng,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Hữu cơ
Bí rợ,FruitVegetable,Bò giàn,30,Bệnh sương mai,Sâu ăn lá,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân NPK
Bí rợ,FruitVegetable,Thu hoạch,30,Bệnh thối quả,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Hè Thu,Phân Kali
Bí nụ,FruitVegetable,Nảy mầm,6,Bệnh sương mai,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Bí nụ,FruitVegetable,Phát triển nụ,20,Bệnh phấn trắng,Sâu ăn lá,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân NPK
Bí nụ,FruitVegetable,Thu hoạch,15,Bệnh thối nụ,Ruồi đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Dưa hấu,FruitVegetable,Nảy mầm,5,Bệnh héo xanh,Bọ trĩ,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Dưa hấu,FruitVegetable,Bò dây,20,Bệnh sương mai,Sâu vẽ bùa,Đất cát pha,Nóng ẩm,Xuân Hè,Phân NPK
Dưa hấu,FruitVegetable,Đậu quả,25,Bệnh thán thư,Bọ trĩ,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Dưa hấu,FruitVegetable,Thu hoạch,20,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Dưa lưới,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ôn hòa,Xuân Hè,Phân Hữu cơ
Dưa lưới,FruitVegetable,Leo giàn,20,Bệnh sương mai,Nhện đỏ,Đất cát pha,Ôn hòa,Xuân Hè,Phân NPK
Dưa lưới,FruitVegetable,Tạo lưới,30,Bệnh héo rũ,Bọ trĩ,Đất cát pha,Ôn hòa,Xuân Hè,Phân Kali
Dưa lưới,FruitVegetable,Thu hoạch,15,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Ôn hòa,Xuân Hè,Phân Kali
Dưa lê,FruitVegetable,Nảy mầm,5,Bệnh phấn trắng,Bọ trĩ,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Dưa lê,FruitVegetable,Bò dây,20,Bệnh sương mai,Sâu ăn lá,Đất cát pha,Ấm áp,Xuân Hè,Phân NPK
Dưa lê,FruitVegetable,Thu hoạch,20,Bệnh thối quả,Ruồi đục quả,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Dưa gang,FruitVegetable,Nảy mầm,6,Bệnh phấn trắng,Bọ trĩ,Đất phù sa,Nóng ẩm,Hè Thu,Phân Hữu cơ
Dưa gang,FruitVegetable,Phát triển quả,30,Bệnh sương mai,Sâu ăn lá,Đất phù sa,Nóng ẩm,Hè Thu,Phân NPK
Dưa gang,FruitVegetable,Thu hoạch,20,Bệnh thối quả,Ruồi đục quả,Đất phù sa,Nóng ẩm,Hè Thu,Phân Kali
Cà chua cherry,FruitVegetable,Nảy mầm,7,Bệnh héo xanh,Bọ trĩ,Đất tơi xốp,Ấm áp,Quanh năm,Phân Hữu cơ
Cà chua cherry,FruitVegetable,Ra hoa,25,Bệnh sương mai,Sâu đục quả,Đất tơi xốp,Ấm áp,Quanh năm,Phân NPK
Cà chua cherry,FruitVegetable,Thu hoạch,40,Bệnh mốc sương,Rệp muội,Đất tơi xốp,Ấm áp,Quanh năm,Phân Kali
Cà chua socola,FruitVegetable,Nảy mầm,7,Bệnh héo xanh,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cà chua socola,FruitVegetable,Thu hoạch,35,Bệnh mốc sương,Sâu đục quả,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Cà tím,FruitVegetable,Nảy mầm,8,Bệnh héo xanh,Bọ trĩ,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Hữu cơ
Cà tím,FruitVegetable,Phát triển tán,30,Bệnh đốm lá,Rệp muội,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân NPK
Cà tím,FruitVegetable,Thu hoạch,50,Bệnh thối quả,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Quanh năm,Phân Kali
Ớt chuông,FruitVegetable,Nảy mầm,10,Bệnh thán thư,Bọ trĩ,Đất tơi xốp,Ôn hòa,Quanh năm,Phân Hữu cơ
Ớt chuông,FruitVegetable,Ra hoa,30,Bệnh khảm lá,Rệp muội,Đất tơi xốp,Ôn hòa,Quanh năm,Phân NPK
Ớt chuông,FruitVegetable,Thu hoạch,45,Bệnh thán thư,Sâu đục quả,Đất tơi xốp,Ôn hòa,Quanh năm,Phân Kali
Ớt chỉ thiên,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Bọ trĩ,Đất thịt nhẹ,Nóng ẩm,Quanh năm,Phân Hữu cơ
Ớt chỉ thiên,FruitVegetable,Phát triển tán,25,Bệnh khảm lá,Nhện đỏ,Đất thịt nhẹ,Nóng ẩm,Quanh năm,Phân NPK
Ớt chỉ thiên,FruitVegetable,Thu hoạch,50,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Nóng ẩm,Quanh năm,Phân Kali
Ớt hiểm,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Bọ trĩ,Đất thịt nhẹ,Nóng ẩm,Quanh năm,Phân Hữu cơ
Ớt hiểm,FruitVegetable,Thu hoạch,60,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Nóng ẩm,Quanh năm,Phân Kali
Đậu Hà Lan leo,FruitVegetable,Nảy mầm,8,Bệnh phấn trắng,Sâu đục quả,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Đậu Hà Lan leo,FruitVegetable,Leo giàn,25,Bệnh gỉ sắt,Rệp muội,Đất cát pha,Mát mẻ,Đông Xuân,Phân NPK
Đậu Hà Lan leo,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Sâu đục quả,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Đậu ngự,FruitVegetable,Nảy mầm,10,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu ngự,FruitVegetable,Thu hoạch,45,Bệnh gỉ sắt,Rệp muội,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Đậu ván,FruitVegetable,Nảy mầm,8,Bệnh thán thư,Sâu đục quả,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu ván,FruitVegetable,Thu hoạch,50,Bệnh gỉ sắt,Rệp muội,Đất thịt nhẹ,Ấm áp,Xuân Hè,Phân Kali
Đậu nành edamame,FruitVegetable,Nảy mầm,5,Bệnh gỉ sắt,Sâu khoang,Đất phù sa,Ấm áp,Xuân Hè,Phân Hữu cơ
Đậu nành edamame,FruitVegetable,Thu hoạch,30,Bệnh thán thư,Sâu đục quả,Đất phù sa,Ấm áp,Xuân Hè,Phân Kali
Cải củ sâm,RootVegetable,Nảy mầm,7,Bệnh thối rễ,Tuyến trùng,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải củ sâm,RootVegetable,Thu hoạch,40,Bệnh thối củ,Bọ nhảy,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Măng trúc,StemVegetable,Mọc mầm,20,Bệnh thối măng,Bọ xít,Đất đồi núi,Mát mẻ,Quanh năm,Phân Hữu cơ
Măng trúc,StemVegetable,Thu hoạch,40,Bệnh thối măng,Sâu vòi xịt,Đất đồi núi,Mát mẻ,Quanh năm,Phân NPK
Măng điền trúc,StemVegetable,Mọc mầm,15,Bệnh thối măng,Bọ xít,Đất phù sa,Nóng ẩm,Quanh năm,Phân Hữu cơ
Măng điền trúc,StemVegetable,Thu hoạch,45,Bệnh thối măng,Sâu đục thân,Đất phù sa,Nóng ẩm,Quanh năm,Phân NPK
Rau bắp cải tím,LeafyVegetable,Nảy mầm,8,Bệnh thối nhũn,Sâu tơ,Đất thịt nhẹ,Ôn hòa,Đông Xuân,Phân Hữu cơ
Rau bắp cải tím,LeafyVegetable,Cuộn bắp,35,Bệnh sương mai,Sâu xanh,Đất thịt nhẹ,Ôn hòa,Đông Xuân,Phân NPK
Rau bắp cải tím,LeafyVegetable,Thu hoạch,20,Bệnh thối nhũn,Sâu tơ,Đất thịt nhẹ,Ôn hòa,Đông Xuân,Phân Kali
Bắp cải tí hon,LeafyVegetable,Nảy mầm,8,Bệnh thối nhũn,Sâu tơ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Bắp cải tí hon,LeafyVegetable,Thu hoạch,40,Bệnh sương mai,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Cải thìa thìa,LeafyVegetable,Nảy mầm,4,Bệnh thối bẹ,Sâu xanh,Đất phù sa,Mát mẻ,Đông Xuân,Phân Hữu cơ
Cải thìa thìa,LeafyVegetable,Thu hoạch,15,Bệnh thối nhũn,Bọ nhảy,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau xà lách lốm đốm,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau xà lách lốm đốm,LeafyVegetable,Thu hoạch,20,Bệnh cháy đầu lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau xà lách mỡ,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau xà lách mỡ,LeafyVegetable,Thu hoạch,20,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau xà lách lolo xanh,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau xà lách lolo xanh,LeafyVegetable,Thu hoạch,20,Bệnh cháy đầu lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau xà lách lolo đỏ,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau xà lách lolo đỏ,LeafyVegetable,Thu hoạch,20,Bệnh cháy đầu lá,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau romaine,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau romaine,LeafyVegetable,Thu hoạch,25,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau cúc tần,LeafyVegetable,Nảy mầm,8,Bệnh đốm lá,Sâu ăn lá,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Rau cúc tần,LeafyVegetable,Thu hoạch,30,Bệnh thối gốc,Rệp muội,Đất đồi núi,Ấm áp,Quanh năm,Phân đạm
Rau ngải cứu,LeafyVegetable,Nảy mầm,8,Bệnh đốm lá,Rệp muội,Đất tơi xốp,Ấm áp,Quanh năm,Phân Hữu cơ
Rau ngải cứu,LeafyVegetable,Thu hoạch,30,Bệnh thối rễ,Sâu ăn lá,Đất tơi xốp,Ấm áp,Quanh năm,Phân đạm
Rau lốt,LeafyVegetable,Nảy mầm,10,Bệnh đốm lá,Nhện đỏ,Đất ẩm,Ấm áp,Quanh năm,Phân Hữu cơ
Rau lốt,LeafyVegetable,Thu hoạch,35,Bệnh thối gốc,Rệp sáp,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau tía tô dại,LeafyVegetable,Nảy mầm,6,Bệnh đốm lá,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân Hữu cơ
Rau tía tô dại,LeafyVegetable,Thu hoạch,25,Bệnh cháy lá,Bọ trĩ,Đất cát pha,Ấm áp,Quanh năm,Phân đạm
Rau tầm bóp,LeafyVegetable,Nảy mầm,6,Bệnh héo xanh,Bọ trĩ,Đất tơi xốp,Ấm áp,Quanh năm,Phân Hữu cơ
